event_id,user_id,event_name,event_date,channel,user_type
1453,590,signup,2024-01-10,social,mobile
4602,1910,activation,2024-04-26,social,mobile
3026,1249,activation,2024-03-05,organic,mobile
6294,2606,signup,2024-04-11,organic,desktop
206,86,signup,2024-02-18,social,mobile
516,209,signup,2024-04-12,referral,desktop
6977,2890,activation,2024-03-05,organic,desktop
8681,3594,activation,2024-01-27,paid_search,mobile
4304,1788,purchase,2024-02-25,email,mobile
5007,2077,signup,2024-04-14,referral,mobile
3139,1300,signup,2024-02-09,social,mobile
9562,3952,signup,2024-02-23,referral,mobile
5021,2083,activation,2024-01-13,email,mobile
2192,898,activation,2024-02-29,paid_search,desktop
4337,1806,signup,2024-01-16,paid_search,mobile
6134,2543,signup,2024-02-13,organic,desktop
5167,2144,activation,2024-04-22,email,mobile
4425,1847,activation,2024-03-20,referral,mobile
970,387,activation,2024-02-13,paid_search,desktop
3036,1252,purchase,2024-04-22,organic,desktop
2398,991,activation,2024-02-06,paid_search,mobile
3033,1251,activation,2024-03-19,paid_search,mobile
1630,664,activation,2024-01-26,referral,mobile
20,10,signup,2024-01-22,social,mobile
6058,2515,signup,2024-01-22,social,desktop
4659,1934,signup,2024-02-17,organic,mobile
3242,1341,activation,2024-04-14,referral,mobile
1779,721,activation,2024-01-06,organic,mobile
3028,1250,activation,2024-01-17,email,mobile
9493,3926,signup,2024-04-19,social,mobile
6255,2592,activation,2024-04-29,referral,desktop
6761,2805,purchase,2024-01-13,social,mobile
3738,1545,activation,2024-03-05,organic,mobile
9565,3952,purchase,2024-03-01,referral,mobile
2693,1108,purchase,2024-03-22,email,desktop
7054,2925,activation,2024-02-20,referral,desktop
1101,437,purchase,2024-01-06,paid_search,mobile
2919,1200,signup,2024-02-29,social,desktop
2191,898,signup,2024-02-28,paid_search,desktop
5174,2147,activation,2024-01-27,social,desktop
7848,3250,activation,2024-04-16,referral,desktop
3008,1240,signup,2024-02-12,paid_search,mobile
705,277,purchase,2024-04-26,email,mobile
6789,2817,activation,2024-03-10,referral,desktop
6963,2882,purchase,2024-01-22,email,mobile
3083,1276,purchase,2024-02-11,organic,mobile
1164,461,signup,2024-04-24,paid_search,desktop
5030,2087,purchase,2024-01-27,email,mobile
4700,1951,signup,2024-02-19,organic,mobile
1988,814,purchase,2024-01-12,referral,desktop
2879,1184,purchase,2024-04-19,email,desktop
468,188,purchase,2024-03-27,email,mobile
101,45,purchase,2024-03-29,paid_search,desktop
7989,3312,signup,2024-01-09,email,mobile
6108,2531,purchase,2024-03-03,email,mobile
7864,3256,signup,2024-02-15,social,mobile
1840,745,signup,2024-04-14,referral,desktop
1693,689,signup,2024-01-17,organic,desktop
8061,3342,signup,2024-01-17,organic,mobile
469,188,purchase,2024-03-30,email,mobile
9060,3741,signup,2024-03-18,organic,mobile
2795,1149,signup,2024-03-22,email,mobile
2095,859,purchase,2024-03-29,paid_search,mobile
868,343,signup,2024-02-25,paid_search,desktop
5325,2211,purchase,2024-05-07,email,mobile
3879,1607,purchase,2024-03-12,referral,mobile
7642,3163,purchase,2024-04-08,referral,mobile
4221,1753,signup,2024-04-08,organic,mobile
1707,693,signup,2024-02-09,social,desktop
8340,3460,signup,2024-04-19,referral,desktop
4212,1750,purchase,2024-01-27,social,desktop
4174,1736,signup,2024-01-23,referral,desktop
7682,3179,purchase,2024-01-27,social,mobile
6368,2638,activation,2024-02-27,social,desktop
674,264,signup,2024-01-23,paid_search,mobile
5208,2161,purchase,2024-01-21,referral,mobile
6597,2733,activation,2024-04-22,referral,mobile
3341,1380,purchase,2024-04-15,organic,mobile
330,132,activation,2024-01-07,email,mobile
3602,1487,signup,2024-02-05,organic,mobile
8934,3698,purchase,2024-04-23,referral,desktop
3262,1350,signup,2024-03-27,paid_search,mobile
5916,2458,activation,2024-04-28,social,mobile
6944,2876,activation,2024-04-06,social,desktop
3572,1474,activation,2024-01-21,referral,desktop
4019,1668,purchase,2024-04-28,referral,mobile
7517,3115,signup,2024-01-02,social,mobile
3229,1334,purchase,2024-01-19,referral,mobile
6304,2609,purchase,2024-04-16,referral,mobile
1419,570,activation,2024-01-18,social,mobile
3270,1353,purchase,2024-04-22,referral,mobile
2343,965,activation,2024-02-16,organic,mobile
6229,2582,purchase,2024-03-13,organic,mobile
3153,1307,purchase,2024-04-04,organic,desktop
5454,2272,activation,2024-03-04,paid_search,mobile
4154,1729,activation,2024-04-17,paid_search,desktop
8717,3610,signup,2024-03-20,organic,desktop
8082,3351,signup,2024-03-10,referral,desktop
6104,2530,purchase,2024-02-11,paid_search,desktop
3709,1533,signup,2024-04-16,email,mobile
1703,691,purchase,2024-04-22,organic,mobile
3744,1548,activation,2024-03-15,organic,desktop
9528,3937,purchase,2024-04-19,organic,mobile
1185,468,activation,2024-04-08,organic,desktop
8413,3484,purchase,2024-03-03,organic,desktop
2926,1203,activation,2024-02-14,referral,mobile
1196,473,signup,2024-01-17,referral,mobile
8254,3425,signup,2024-04-29,referral,desktop
3885,1609,signup,2024-02-19,referral,mobile
7352,3049,purchase,2024-01-13,referral,mobile
1955,799,activation,2024-04-20,paid_search,mobile
3643,1506,signup,2024-02-08,organic,desktop
5018,2082,signup,2024-02-05,referral,desktop
8,4,purchase,2024-04-01,social,mobile
9393,3879,purchase,2024-01-31,social,desktop
3058,1267,signup,2024-01-21,social,mobile
2269,930,purchase,2024-01-29,email,mobile
229,96,signup,2024-01-29,organic,mobile
2605,1071,signup,2024-03-24,organic,mobile
5885,2444,activation,2024-02-17,paid_search,desktop
4416,1843,activation,2024-02-11,referral,mobile
6567,2723,purchase,2024-05-01,email,desktop
5066,2103,activation,2024-03-04,referral,mobile
2923,1201,activation,2024-04-21,paid_search,mobile
407,163,activation,2024-03-19,paid_search,mobile
2212,906,purchase,2024-02-25,social,desktop
2865,1179,signup,2024-03-21,paid_search,mobile
1817,736,purchase,2024-04-17,referral,mobile
2782,1144,activation,2024-03-11,referral,mobile
3447,1420,signup,2024-01-29,social,mobile
5305,2205,signup,2024-01-29,referral,mobile
642,250,purchase,2024-02-04,email,mobile
5844,2425,purchase,2024-03-05,social,desktop
4840,2007,purchase,2024-01-20,email,desktop
4230,1757,activation,2024-01-19,social,mobile
4676,1941,purchase,2024-02-21,organic,mobile
9560,3951,purchase,2024-01-18,email,mobile
7535,3121,signup,2024-04-29,email,desktop
4448,1854,signup,2024-04-29,social,mobile
9194,3800,signup,2024-01-27,paid_search,desktop
5087,2111,activation,2024-01-06,social,mobile
6585,2729,purchase,2024-04-16,organic,mobile
7123,2954,signup,2024-02-26,organic,desktop
2056,845,activation,2024-04-14,email,mobile
9545,3945,purchase,2024-03-25,organic,desktop
7023,2908,activation,2024-01-11,paid_search,mobile
3859,1598,activation,2024-02-24,paid_search,mobile
4365,1817,activation,2024-01-30,organic,mobile
6081,2524,signup,2024-04-22,paid_search,desktop
5906,2455,activation,2024-02-05,referral,mobile
8839,3659,activation,2024-02-08,referral,mobile
4404,1837,activation,2024-01-25,referral,desktop
7153,2965,activation,2024-02-09,paid_search,desktop
6025,2500,purchase,2024-03-18,referral,mobile
7064,2928,signup,2024-04-30,social,mobile
6320,2617,activation,2024-03-17,organic,desktop
2883,1186,activation,2024-02-07,referral,desktop
6476,2684,signup,2024-01-09,organic,mobile
7506,3111,purchase,2024-03-22,email,mobile
9073,3746,activation,2024-02-24,referral,mobile
6066,2520,signup,2024-01-15,social,mobile
6285,2604,signup,2024-03-17,organic,desktop
7759,3214,activation,2024-03-10,organic,mobile
6746,2798,signup,2024-01-01,organic,mobile
1858,755,purchase,2024-03-23,referral,desktop
7585,3141,signup,2024-03-12,referral,mobile
9054,3738,activation,2024-04-09,social,desktop
2133,876,activation,2024-01-27,paid_search,mobile
5630,2346,activation,2024-02-18,referral,desktop
6538,2709,activation,2024-01-04,email,mobile
6582,2728,signup,2024-03-25,social,desktop
5103,2118,signup,2024-04-28,paid_search,mobile
1849,750,signup,2024-03-31,paid_search,desktop
8754,3622,purchase,2024-02-08,paid_search,desktop
6412,2659,signup,2024-01-10,paid_search,mobile
8901,3685,purchase,2024-01-24,paid_search,mobile
4633,1924,purchase,2024-02-17,email,desktop
7265,3018,signup,2024-04-11,referral,mobile
9076,3748,activation,2024-03-20,organic,desktop
5810,2415,purchase,2024-04-05,referral,mobile
3540,1461,activation,2024-02-13,email,mobile
4702,1953,signup,2024-03-20,organic,mobile
545,218,purchase,2024-03-09,referral,mobile
717,283,signup,2024-02-12,organic,mobile
8361,3466,purchase,2024-03-14,organic,mobile
4532,1884,activation,2024-04-08,referral,desktop
3135,1298,purchase,2024-03-11,referral,desktop
6542,2712,signup,2024-02-26,social,desktop
4999,2071,signup,2024-01-21,paid_search,desktop
9136,3775,signup,2024-02-28,paid_search,desktop
9608,3972,signup,2024-02-22,organic,desktop
5943,2467,purchase,2024-03-04,referral,desktop
5997,2489,activation,2024-03-11,organic,mobile
8855,3667,signup,2024-02-07,social,mobile
7416,3078,signup,2024-02-09,social,desktop
455,185,signup,2024-04-18,organic,mobile
3641,1505,signup,2024-04-06,organic,mobile
6111,2532,activation,2024-04-20,paid_search,mobile
1270,503,purchase,2024-01-31,referral,desktop
6896,2859,signup,2024-03-29,organic,mobile
3863,1599,purchase,2024-03-21,email,mobile
8777,3633,signup,2024-03-10,paid_search,mobile
8942,3700,purchase,2024-02-08,email,mobile
1495,606,activation,2024-02-07,social,mobile
4434,1849,purchase,2024-02-07,social,mobile
4687,1946,signup,2024-04-28,organic,mobile
1192,471,signup,2024-03-05,social,mobile
5799,2411,signup,2024-01-10,social,desktop
8833,3657,signup,2024-02-23,email,desktop
8019,3323,activation,2024-02-02,paid_search,mobile
4967,2059,signup,2024-02-17,social,mobile
7924,3280,activation,2024-02-24,referral,mobile
6892,2858,activation,2024-03-28,email,desktop
4515,1878,activation,2024-04-07,paid_search,mobile
8375,3471,signup,2024-03-03,paid_search,desktop
9426,3892,purchase,2024-04-06,paid_search,mobile
8314,3448,purchase,2024-02-06,email,desktop
2838,1165,activation,2024-02-12,paid_search,mobile
8333,3456,purchase,2024-03-14,organic,mobile
7317,3035,purchase,2024-04-28,referral,mobile
9025,3729,activation,2024-01-21,social,mobile
9553,3949,activation,2024-02-27,paid_search,mobile
3987,1653,signup,2024-01-19,social,mobile
4609,1913,signup,2024-03-26,referral,mobile
3309,1366,activation,2024-01-30,social,mobile
3903,1617,signup,2024-02-07,referral,mobile
6933,2871,purchase,2024-03-26,email,mobile
6595,2732,purchase,2024-02-11,email,desktop
3825,1584,signup,2024-01-10,paid_search,mobile
1150,455,signup,2024-04-23,organic,desktop
8208,3403,activation,2024-02-15,paid_search,mobile
8433,3495,activation,2024-04-12,organic,mobile
3846,1593,activation,2024-03-26,email,desktop
7072,2931,signup,2024-04-04,paid_search,desktop
1297,515,activation,2024-04-26,organic,desktop
505,202,activation,2024-04-05,paid_search,desktop
8766,3628,signup,2024-03-22,organic,desktop
9447,3904,purchase,2024-01-11,referral,mobile
3174,1315,purchase,2024-02-05,social,desktop
5478,2283,signup,2024-02-22,paid_search,mobile
7708,3192,activation,2024-03-24,referral,desktop
7740,3206,purchase,2024-03-15,paid_search,desktop
9012,3726,purchase,2024-02-19,email,mobile
3569,1473,signup,2024-03-21,paid_search,mobile
635,248,signup,2024-04-02,email,mobile
9104,3762,purchase,2024-01-23,paid_search,desktop
7596,3147,signup,2024-03-27,social,desktop
5846,2427,signup,2024-04-29,organic,desktop
5124,2127,signup,2024-01-16,referral,mobile
5725,2380,purchase,2024-03-31,paid_search,mobile
8792,3638,activation,2024-01-15,organic,desktop
319,127,activation,2024-01-19,organic,mobile
7663,3171,purchase,2024-02-08,paid_search,mobile
8764,3627,signup,2024-02-16,organic,desktop
7021,2907,signup,2024-01-03,social,mobile
9133,3774,activation,2024-03-09,paid_search,desktop
3655,1511,signup,2024-04-28,social,mobile
9533,3940,activation,2024-02-03,organic,desktop
7826,3240,purchase,2024-03-15,referral,mobile
821,321,signup,2024-02-15,organic,mobile
1728,699,activation,2024-01-20,paid_search,mobile
4947,2050,purchase,2024-01-16,social,mobile
8690,3598,purchase,2024-02-15,social,mobile
2476,1023,signup,2024-02-22,referral,desktop
4643,1928,signup,2024-02-13,organic,mobile
4122,1712,purchase,2024-03-09,paid_search,desktop
5293,2202,purchase,2024-01-15,social,desktop
8762,3625,purchase,2024-03-13,organic,desktop
4848,2009,purchase,2024-02-15,referral,desktop
9111,3765,signup,2024-02-10,referral,mobile
6819,2827,purchase,2024-03-29,email,mobile
9061,3741,activation,2024-03-18,organic,mobile
6642,2751,purchase,2024-04-04,organic,desktop
825,323,signup,2024-04-19,organic,desktop
9584,3961,purchase,2024-02-25,email,desktop
4613,1915,signup,2024-04-25,social,desktop
766,301,activation,2024-01-20,referral,mobile
8657,3585,activation,2024-02-14,organic,mobile
6451,2674,signup,2024-04-30,social,mobile
984,392,purchase,2024-04-11,social,desktop
4271,1775,activation,2024-03-16,referral,mobile
2020,830,signup,2024-03-19,social,desktop
3595,1484,signup,2024-03-19,paid_search,mobile
9466,3915,signup,2024-02-10,social,mobile
1701,691,signup,2024-04-17,organic,mobile
5321,2211,signup,2024-04-28,email,mobile
8964,3710,signup,2024-03-12,organic,desktop
2847,1170,activation,2024-02-09,organic,desktop
8817,3652,signup,2024-04-15,email,desktop
467,188,activation,2024-03-23,email,mobile
9437,3898,signup,2024-01-07,referral,mobile
2929,1205,signup,2024-02-12,organic,mobile
2242,920,signup,2024-03-04,social,mobile
9087,3753,purchase,2024-04-16,paid_search,desktop
6660,2759,signup,2024-01-20,paid_search,mobile
2775,1142,signup,2024-02-11,organic,mobile
2708,1115,activation,2024-03-06,email,desktop
480,194,signup,2024-04-13,paid_search,desktop
7783,3223,purchase,2024-04-24,paid_search,desktop
3070,1272,purchase,2024-05-10,referral,mobile
8119,3365,purchase,2024-03-15,referral,mobile
529,213,signup,2024-02-06,organic,desktop
2353,970,purchase,2024-04-01,paid_search,mobile
9610,3972,purchase,2024-02-25,organic,desktop
2905,1194,activation,2024-03-06,organic,mobile
2259,927,activation,2024-03-26,social,desktop
8468,3511,purchase,2024-02-21,organic,desktop
6248,2588,purchase,2024-01-10,email,desktop
230,96,activation,2024-01-31,organic,mobile
3577,1475,purchase,2024-01-16,paid_search,mobile
5888,2446,activation,2024-04-29,organic,desktop
3583,1478,signup,2024-03-22,social,desktop
1867,760,activation,2024-02-06,organic,desktop
3901,1616,purchase,2024-01-21,paid_search,desktop
82,37,activation,2024-02-09,organic,mobile
2833,1162,activation,2024-03-22,paid_search,desktop
6562,2721,signup,2024-01-10,paid_search,mobile
8369,3469,activation,2024-02-24,paid_search,mobile
72,33,purchase,2024-02-27,organic,mobile
3075,1273,purchase,2024-03-03,referral,mobile
8004,3316,purchase,2024-02-25,referral,desktop
4288,1781,activation,2024-04-21,organic,desktop
8173,3390,purchase,2024-03-20,referral,mobile
4187,1741,signup,2024-02-29,paid_search,mobile
2419,998,purchase,2024-01-16,email,desktop
2501,1032,activation,2024-02-21,organic,desktop
2771,1140,signup,2024-02-05,social,desktop
203,85,purchase,2024-01-25,referral,desktop
5738,2384,purchase,2024-04-12,email,desktop
1106,439,signup,2024-02-19,organic,mobile
6336,2625,purchase,2024-01-10,email,mobile
2524,1040,activation,2024-01-02,referral,mobile
3676,1519,activation,2024-02-07,organic,mobile
7627,3158,signup,2024-01-01,paid_search,mobile
7766,3216,signup,2024-01-08,paid_search,mobile
7986,3310,signup,2024-02-08,paid_search,mobile
2972,1224,purchase,2024-03-31,organic,desktop
6397,2652,activation,2024-04-28,referral,desktop
2908,1195,purchase,2024-01-13,organic,mobile
9349,3863,signup,2024-03-27,referral,mobile
4679,1943,signup,2024-03-13,paid_search,desktop
979,391,purchase,2024-04-25,paid_search,desktop
4501,1873,purchase,2024-04-29,social,mobile
5800,2411,activation,2024-01-11,social,desktop
5659,2356,signup,2024-01-06,referral,mobile
8820,3653,signup,2024-03-16,referral,mobile
1857,755,activation,2024-03-22,referral,desktop
4852,2012,signup,2024-04-18,organic,mobile
2649,1090,activation,2024-01-14,organic,mobile
1735,703,signup,2024-01-24,paid_search,desktop
265,108,signup,2024-04-29,social,mobile
3300,1363,purchase,2024-02-09,organic,desktop
6880,2852,purchase,2024-04-28,referral,desktop
6855,2842,signup,2024-02-09,paid_search,mobile
6818,2827,purchase,2024-03-27,email,mobile
1051,419,activation,2024-01-10,email,desktop
7263,3016,activation,2024-04-26,referral,mobile
5297,2203,purchase,2024-04-30,organic,mobile
3027,1250,signup,2024-01-17,email,mobile
1654,674,purchase,2024-03-16,paid_search,mobile
3693,1526,signup,2024-02-21,social,mobile
7570,3135,purchase,2024-02-21,email,mobile
5952,2469,purchase,2024-01-23,paid_search,desktop
3988,1653,activation,2024-01-21,social,mobile
1828,740,purchase,2024-04-03,organic,desktop
9615,3976,signup,2024-01-18,social,mobile
7145,2962,activation,2024-01-21,email,mobile
4712,1955,purchase,2024-01-16,email,mobile
799,312,signup,2024-02-22,paid_search,mobile
5928,2463,activation,2024-04-08,referral,desktop
6641,2751,activation,2024-04-01,organic,desktop
741,292,activation,2024-04-02,referral,mobile
7678,3178,activation,2024-02-26,paid_search,mobile
3187,1321,signup,2024-01-24,referral,desktop
3345,1381,purchase,2024-04-15,referral,mobile
841,331,activation,2024-02-14,paid_search,mobile
663,261,signup,2024-03-14,referral,mobile
6263,2596,signup,2024-02-20,organic,desktop
2006,825,signup,2024-03-17,organic,mobile
588,231,purchase,2024-04-14,organic,mobile
3085,1277,signup,2024-04-06,organic,desktop
6811,2823,purchase,2024-03-31,referral,mobile
7186,2982,signup,2024-01-29,paid_search,desktop
7905,3273,purchase,2024-03-16,organic,mobile
5353,2221,signup,2024-03-30,social,mobile
7631,3159,activation,2024-01-30,organic,desktop
354,139,activation,2024-03-23,email,mobile
5850,2428,activation,2024-04-22,referral,desktop
5905,2455,signup,2024-02-04,referral,mobile
6292,2605,purchase,2024-04-15,referral,desktop
5886,2445,signup,2024-01-26,paid_search,mobile
5399,2243,signup,2024-04-14,referral,mobile
207,87,signup,2024-03-29,organic,desktop
5355,2222,signup,2024-04-19,organic,mobile
665,261,purchase,2024-03-20,referral,mobile
2560,1056,signup,2024-04-12,organic,mobile
6332,2623,purchase,2024-01-31,referral,mobile
5488,2287,activation,2024-01-16,organic,mobile
8771,3629,activation,2024-03-27,paid_search,mobile
8756,3623,signup,2024-02-06,social,mobile
7593,3146,activation,2024-03-22,email,mobile
983,392,purchase,2024-04-05,social,desktop
3494,1441,activation,2024-03-30,paid_search,mobile
9204,3806,signup,2024-03-25,paid_search,desktop
5193,2156,signup,2024-03-28,email,mobile
9669,3998,purchase,2024-03-11,referral,mobile
3910,1620,signup,2024-01-08,organic,mobile
2561,1056,activation,2024-04-14,organic,mobile
5491,2288,purchase,2024-04-21,social,desktop
9342,3860,activation,2024-03-26,referral,mobile
6449,2673,signup,2024-04-16,social,desktop
9399,3882,signup,2024-01-04,organic,mobile
56,27,signup,2024-03-07,paid_search,mobile
1948,795,purchase,2024-03-05,referral,desktop
8654,3583,activation,2024-02-13,social,desktop
7937,3285,signup,2024-03-14,referral,mobile
1329,525,purchase,2024-04-19,organic,mobile
7417,3078,activation,2024-02-10,social,desktop
1455,591,signup,2024-01-12,paid_search,mobile
3400,1402,purchase,2024-03-27,referral,mobile
2965,1222,signup,2024-02-02,paid_search,mobile
3062,1269,purchase,2024-01-15,email,mobile
165,73,signup,2024-04-24,paid_search,mobile
7412,3076,purchase,2024-04-19,organic,desktop
987,394,signup,2024-01-17,paid_search,mobile
3113,1291,signup,2024-01-22,organic,desktop
1628,663,activation,2024-04-14,social,mobile
1934,790,purchase,2024-04-10,referral,desktop
6394,2651,signup,2024-01-15,paid_search,mobile
8363,3467,activation,2024-04-10,organic,mobile
8201,3401,signup,2024-01-18,social,mobile
1505,610,signup,2024-02-28,paid_search,desktop
9226,3816,activation,2024-04-23,paid_search,desktop
5887,2446,signup,2024-04-29,organic,desktop
701,276,signup,2024-04-17,organic,mobile
3977,1649,purchase,2024-04-13,organic,mobile
8982,3717,activation,2024-05-01,paid_search,desktop
3962,1643,activation,2024-02-15,email,mobile
2443,1009,activation,2024-02-05,organic,mobile
3817,1581,signup,2024-03-30,paid_search,mobile
2050,842,signup,2024-03-26,social,mobile
3446,1419,purchase,2024-05-28,referral,mobile
5731,2382,purchase,2024-03-21,email,mobile
6546,2715,activation,2024-03-13,paid_search,mobile
1200,473,purchase,2024-01-22,referral,mobile
5747,2389,signup,2024-04-09,paid_search,desktop
6559,2720,activation,2024-03-20,referral,desktop
1013,403,signup,2024-01-03,referral,mobile
547,218,purchase,2024-04-04,referral,mobile
164,72,activation,2024-03-20,referral,desktop
8682,3595,signup,2024-02-05,paid_search,desktop
5570,2321,purchase,2024-02-14,referral,desktop
2198,901,signup,2024-03-14,email,desktop
2239,919,purchase,2024-01-10,email,mobile
3255,1346,purchase,2024-04-07,social,mobile
3932,1628,purchase,2024-05-05,paid_search,desktop
312,124,purchase,2024-04-05,referral,mobile
5566,2321,signup,2024-02-08,referral,desktop
2251,923,signup,2024-03-11,paid_search,mobile
61,28,activation,2024-01-31,social,mobile
7769,3218,activation,2024-01-07,social,mobile
3122,1293,purchase,2024-02-16,referral,desktop
7598,3147,purchase,2024-03-30,social,desktop
5336,2215,activation,2024-04-21,social,mobile
4048,1681,signup,2024-04-05,organic,mobile
7445,3090,signup,2024-01-30,referral,mobile
9612,3974,signup,2024-03-04,organic,desktop
5468,2278,purchase,2024-04-28,organic,desktop
8567,3552,purchase,2024-05-08,referral,desktop
8149,3381,activation,2024-03-05,referral,mobile
782,305,purchase,2024-04-30,referral,mobile
7758,3214,signup,2024-03-10,organic,mobile
2382,985,activation,2024-01-11,organic,desktop
6016,2498,signup,2024-04-03,email,mobile
9263,3829,activation,2024-04-08,organic,mobile
1776,720,signup,2024-02-05,social,desktop
2021,830,activation,2024-03-19,social,desktop
2832,1162,signup,2024-03-20,paid_search,desktop
4872,2020,purchase,2024-01-17,organic,desktop
9382,3874,activation,2024-04-19,organic,desktop
125,56,purchase,2024-04-19,organic,desktop
4327,1800,signup,2024-04-26,referral,mobile
2200,901,purchase,2024-03-18,email,desktop
6371,2640,activation,2024-03-19,organic,mobile
4612,1914,activation,2024-01-13,social,mobile
5024,2084,purchase,2024-02-17,social,mobile
2875,1184,signup,2024-03-20,email,desktop
4477,1863,signup,2024-03-10,referral,mobile
1999,820,activation,2024-03-25,paid_search,mobile
4113,1710,signup,2024-01-22,paid_search,mobile
4971,2063,signup,2024-01-08,referral,desktop
6127,2539,signup,2024-03-06,referral,mobile
8153,3383,signup,2024-03-21,referral,desktop
347,137,signup,2024-04-05,email,mobile
7724,3199,activation,2024-01-11,referral,mobile
4918,2038,purchase,2024-04-25,referral,mobile
5234,2175,signup,2024-03-19,organic,desktop
2942,1211,activation,2024-01-17,organic,mobile
7121,2953,signup,2024-02-11,organic,mobile
3809,1578,signup,2024-01-13,organic,desktop
4826,2002,purchase,2024-01-11,referral,mobile
5050,2095,signup,2024-02-14,paid_search,desktop
5220,2168,activation,2024-01-23,social,desktop
77,35,purchase,2024-05-01,email,desktop
3632,1501,signup,2024-02-05,organic,mobile
9521,3936,activation,2024-02-09,referral,mobile
7382,3063,activation,2024-01-30,social,mobile
401,161,signup,2024-03-02,organic,desktop
8765,3627,activation,2024-02-16,organic,desktop
8542,3543,signup,2024-04-24,social,mobile
4867,2019,signup,2024-02-04,paid_search,mobile
9001,3723,purchase,2024-02-08,social,mobile
8743,3617,purchase,2024-03-26,email,desktop
1351,539,signup,2024-04-18,organic,mobile
8100,3357,purchase,2024-03-28,paid_search,mobile
2741,1126,purchase,2024-04-18,paid_search,mobile
6444,2671,signup,2024-03-06,paid_search,mobile
6687,2770,purchase,2024-03-28,paid_search,mobile
1130,448,activation,2024-01-26,email,desktop
1609,656,signup,2024-04-18,email,mobile
7491,3107,signup,2024-03-17,paid_search,desktop
2189,897,purchase,2024-02-23,referral,desktop
7015,2903,activation,2024-03-06,paid_search,desktop
2399,991,purchase,2024-02-08,paid_search,mobile
5262,2190,signup,2024-01-05,organic,mobile
2235,918,signup,2024-02-27,referral,desktop
9086,3753,purchase,2024-04-16,paid_search,desktop
1517,615,purchase,2024-03-10,organic,desktop
6201,2573,signup,2024-04-29,paid_search,mobile
8202,3401,activation,2024-01-20,social,mobile
6940,2873,signup,2024-04-11,paid_search,desktop
6080,2523,purchase,2024-02-01,email,desktop
9330,3854,signup,2024-03-04,organic,mobile
7800,3230,activation,2024-01-08,organic,mobile
1631,664,purchase,2024-01-26,referral,mobile
256,105,signup,2024-02-09,email,mobile
5606,2336,activation,2024-03-29,referral,mobile
3297,1362,purchase,2024-02-09,paid_search,mobile
4308,1791,signup,2024-04-21,organic,mobile
